id,FrameName,English,French,German,Spanish,Portuguese,Arabic,Chinese,Swedish
76,Architectural_part,"foundation.n, transom.n, flight.n, fireplace.n, counter.n, facade.n, wall.n, roof.n, chimney.n, floor.n, landing.n, mantel.n, rail.n, window.n, ceiling.n","lambris.n, plafond.n","Wand.n, Fassade.n, Dach.n, Theke.n, Kamin.n",,"lareira.n, azulejo.n, portão.n, janela.n, balcão.n, murada.n, patamar.n, chão.n, fachada.n, piso.n, lance.n, teto.n, parede.n, bancada.n, trave.n, parapeito.n, laje.n, porta.n, arco.n, cornija.n, fundação.n, telhado.n, mureta.n",,,"vägg.n, dörr.n, ugn.n, tak.n, skorsten.n, golv.n, fasad.n, kakelugn.n, mur.n, fönster.n, spis.n, yttervägg.n"
77,Arguing,,,", angreifen.v, verteidigen: (sich) verteidigen.v, streiten: sich streiten.v, das.n, argumentieren.v, aneinandergeraten.v, Gezänk, Konflikt, zanken: sich zanken.v, der.n, Streit",,,,,
78,Arithmetic,,,,,,,,
79,Arithmetic_commutative,,,,,,,,
80,Arithmetic_non-commutative,,,,,,,,
81,Armor,"flak jacket.n, armor.n, bulletproof vest.n, mail.n, greaves.n, plate.n",,,,,,,
82,Arraignment,"arraignment.n, arraign.v",,"Anklage.n, anklagen.v",,,,,inför rätta:8.n
83,Arranging,"justify.v, arrangement.n, deployment.n, arrange.v, array.v, set up.v, deploy.v, ecology.n, order.v, biology.n, format.v","configurer.v, configuration.n","ordnen.v, legen.v",,"equipar.v, caprichado.a, organizado.a, arrumado.a, arrumar.v, organizar.v",,,"ordna.v, gruppera.v, fixa.v, organisera.v, arrangera.v, gruppering.n, anordna.v"
84,Arrest,"arrest.n, apprehend.v, collar.v, book.v, bust.v, bust.n, cop.v, summons.v, arrest.v, nab.v, apprehension.n",,,,"domiciliar.a, prender.v, carcerar.v, prisão.n",,,"stämma.v, arrest.n"
85,Arrival,", coming.n, arrive.v, arrival.n",,,"atracar.v, , llegar.v, desembarcar.v","aportar.v, chegada.n, chegar.v",,,
86,Arrival_at_destination,", disembarkation.n, gangplank.n, landing.n, going ashore.n, disembarkment.n, disembark.v",,,"desembarcar.v, desembarque.n","desembarcar.v, desembarque.n",,,
87,Arrival_at_lodge,", check-in.n",,,"check-in.v, hacer, in.n, check-in.n, check",check-in.n,,,
88,Arriving,"arrive.v, visit.v, influx.n, land.v, entry.n, get.v, entrance.n, find.v, hit.v, visit.n, reach.v, make.v, approach.n, enter.v, approach.v, return.n, crest.v, appear.v, arrival.n, return.v, come.v, descend (on).v, get to.v, make it.v, disembark.v","approche.n, arriver.v, arriver.v, entrer.v, entrer.v, rentrer.v, rentrer.v, retourner.v, retourner.v, venir.v","einziehen.v, anfahren.v, zurückkehren.v, eintreffen.v, finden.v, hereinkommen.v, ankommen.v, gewinnen.v, kommen.v, erreichen.v","acercarse.v, aproximarse.v, entrar.v, acercarse.v, vuelta.n, acudir.v, avanzar.v, inmigrar.v, replegarse.v, arrimarse.v, irrumpir.v, llegada.n, adentrarse.v, venir.v, llegar.v, encaminarse.v, peregrinar.v","aportar.v, entrar.v, aparecer.v, chegada.n, chegar.v, aproximar.v, vir.v, regressar.v, retornar.v, voltar.v",,,"dykadyka upp.v, komma.v, nå.v, kommakomma igen.v, hemkomst.n, hamna.v, kommakomma upp.v, kommakomma tillbaka.v, kommakomma ihåg.v, kommakomma över.v, anlända.v, framme.adv, kommakomma igång.v, infinna sig.v, kommakomma ut.v, kommakomma hem.v, kommakomma ihågkomma sig.v, kommakomma fram.v, kommakomma in.v, närmanärma sig.v, kommakomma överens.v, kommakomma åt.v, kommakomma i kapp.v, kommakomma ifrån.v, fram.adv"
89,Arson,"arson.n, arsonist.n",,"Brandstiftung.n, Brandanschlag.n",,,,,
90,Artifact,"whisk.n, phone.n, oven.n, board [game].n, control panel.n, biotechnology.n, printer.n, tub.n, binoculars.n, curtain.n, board.n, clock.n, spatula.n, stapler.n, Targe.n, mirror.n, timer.n, technology.n, ratchet.n, crutch.n, candle.n, eraser.n, artifact.n, calculator.n, wheel.n","bureau.n, chaise.n, clé.n, crayon.n, jeu vidéo.n, lit.n, radio.n, stylo.n, technologie.n, téléphone.n, torchon.n",,"equipo.n, nan","TV.n, arrastão.n, coletor.n, roleta.n, mármore.n, placa.n, lâmina.n, carrinho.n, janela.n, computador.n, anilha.n, escudo.n, preservativo.n, antiguidade.n, prato.n, leque.n, garrafa.n, fogo de artifício.n, brinquedo.n, fraldar.v, cadeira.n, caixa.n, origami.n, tampa.n, fralda.n, bola.n, bastão.n, molde.n, assento.n, cerâmica.n, bico de mamadeira.n, extensão.n, turíbulo.n, portão.n, tesoura.n, lança.n, pintura.n, bebedouro.n, vassoura.n, manual.n, video-game.n, pano.n, toboágua.n, tijolo.n, lenço.n, prisma.n, controle.n, pneu.n, chuveiro.n, carta.n, catálogo.n, fio.n, poste.n, estilete.n, pano de prato.n, cotonete.n, cartão.n, mochila.n, quinquilharia.n, pochete.n, carga.n, chupeta.n, borracha.n, cartela.n, muro.n, mesa.n, asa-delta.n, telefone.n, linha.n, tecnologia.n, frigideira.n, panos.n, pau de selfie.n, papel toalha.n, frasco.n, televisão.n, mala.n, espelho.n, equipar.v, bandagem.n, escada.n, balão.n, mola.n, bandeja.n, lençol.n, dispensador.n, sinal.n, guardanapo.n, cabide.n, capote.n, copo.n, pipa.n, pote.n, câmera.n, acessório.n, semáforo.n, cobertor.n, bolsa.n, berço.n, coberta.n, concha.n, rádio.n, túmulo.n, azulejo.n, impressora.n, aspirador.n, roda.n, video game.n, caneca.n, internet.n, montanha russa.n, urinol.n, lata.n, bacia.n, tubo.n, celular.n, porta.n, colher.n, barrote.n, lente.n, gilete.n, luva cirúrgica.n, tesouro.n",,,"duk.n, vaxljus.n, ljus.n, dyna.n, värmeljus.n, prydnadsföremål.n, majblomma.n, smällkaramell.n, leksak.n, nyckel.n, kikare.n, kudde.n, sil.n, sporre.n, gemi gemen:7.n"
91,Artifact_subpart,part.n,,Teil.n,,"HD.n, gargalo.n, detalhe.n, tela.n, pontar.v, cabo.n, ponta.a",,,propeller.n
92,Artificiality,"genuine.a, unrealistic.a, TRUE.a, artificial.a, real.a, bogus.a, phoney.a, phoney.n, really.adv, authentic.a, actually.adv, FALSE.a, naturally.adv, actual.a, false.a, fake.a, ersatz.a, true.a, pseudo.a, authenticity.n, counterfeit.a, disingenuous.a, literally.adv","réel.a, vraiment.adv",,,"natural.a, enganosa.a, aparentemente.adv",,,"artificiell.a, autentisk.a, konstgjord.a, äkta.a"
93,Artistic_style,"visual.a, sound.n, look.n, order.n, style.n","contemporain.n, jazz.a, moderne.n",,,,,,
94,Assemble,"convene.v, assemble.v, meet.v",,,,encontrar.v,,,
95,Assessing,"evaluation.n, appraisal.n, reappraisal.n, value.v, judge.v, weigh.v, review.v, rank.v, assess.n, reappraise.v, assessment.n, evaluate.v, appraise.v, assess.v, rate.v, grade.v, personally.adv","mesurer.v, revoir.v, valoir.v",,"valorar.v, valorar.v\n, [, valoración.n, """", calibrar.v, evaluar.v, calibrar.v, -, evaluación.n, ], sopesar.v","reavaliar.v, valer.v, avaliação.n, calcular.v, julgamento.n, julgar.v, calculado.a, achar.v, importar.v, lamentável.a, melhor.a, subestimar.v, -, maravilhoso.a, ótimo.a, bom.a, avaliar.v",,评估.v,"ranka.v, bedöma.v, utvärdering.n, bedömning.n, nedvärdera.v, värdering.n, utvärdera.v"
96,Assigned_location,"post.n, station.n, place.n, station.v",,,,,,,post.n
97,Assistance,"assistance.n, abet.v, assist.v, help.v, helpful.a, serve.v, aid [entity].n, look after.idio, help out.v, cater.v, aid and abet.v, aid.v, aid [act].n, help.n, succor.v","aider.v, aider.v","helfen.v, unterstützen.v, sich bemühen (um).v, in die Bresche springen.m, anfassen.v",,"socorro.n, colaboração.n, cuidar.v, contribuir.v, auxiliar.a, assistente.a, auxílio.n, socorrer.v, ajudar.v, cuidado.n, acudir.v, auxiliar.v, atendimento.n, assistência.n",,,"stöd.n, hjälp.n, hjälpahjälpa till.v, hjälpa.v, assistans.n, stödjastöta.v, hjälpsam.a, stödja.v, stödmed stöd av:11.n, stödmed stöd av:6.n, bistå.v, tjänst.n"
98,Assistive technology,,,,,"braile.n, prótese.n, bengala.n, implante.n, muleta.n, andador.n, sinalização.n, braille.n, cadeira de rodas.n",,,
99,Asymmetric_reciprocality,,,,,"discutir.v, falar.v, parecer.v",,,
100,Athletes,"competitor.n, , pair.n, duo.n, club.n, challenger.n, peloton.n, rival.n, sportsman.n, contestant.n, jock.n, twosome.n, squad.n, player.n, selection.n, duet.n, heat.n, contender.n, trio.n, sportswoman.n, sportsperson.n, participant.n, team.n, adversary.n, opponent.n, athlete.n","athlète.n, botteur.n, équipe.n, participant.n, sportif.n",,"de, pareja.n, desafiador.n, trío.n, deportista.n, atleta.n, equipo, rival.n, dúo.n, selección.n, oponente.n, dos.n, jugador.n, grupo.n, equipo.n, competidor.n, participante.n, adversario.n","jogador.n, trio.n, time.n, bateria.n, desportista.n, atleta.n, equipe.n, desafiante.n, paraolímpico.a, dueto.n, rival.n, dupla.n, oponente.n, clube.n, pelotão.n, esportista.n, seleção.n, competidor.n, participante.n, adversário.n",,,
101,Athletes_by_position,", wing.n, right front.n, defender.n, stroke.n, point man.n, center back.n, goaltender.n, first winger.n, offense.n, number two.n, hitter.n, bow.n, striker.n, number five.n, second driver.n, coxwain.n, middle hitter.n, number six.n, loosehead prop.n, eighth.n, hooker.n, forward.n, sub.n, pivot.n, midfield.n, server.n, defensive midfielder.n, number eight.n, setter.n, midfielder.n, leading scorer.n, right back.n, left winger.n, fullback.n, halfback.n, right side hitter.n, center front.n, goalie.n, keeper.n, passer.n, starter.n, driver.n, infielder.n, shooting guard.n, second line.n, attack.n, holding midfielder.n, right winger.n, third line.n, number four.n, inside forward.n, receiver.n, first line.n, left back.n, captain.n, goalkeeper.n, second winger.n, pitcher.n, central defender.n, cox.n, left front.n, top scorer.n, center halfback.n, libero.n, fly-half.n, outfielder.n, number three.n, small forward.n, batter.n, reserve.n, tighthead prop.n, sweeper.n, circle runner.n, regular.n, scrum half.n, playmaker.n, ace.n, substitute.n, center forward.n, center.n, power forward.n, center mid.n, winger.n, defense.n, first driver.n, loosehead.n, catcher.n, starting player.n, point guard.n, number seven.n, tighthead.n, position.n","ailière.n, armateur.n, arrière latéral.n, arrière.n, avant-centre.n, capitaine de le équipe.n, capitaine.n, défenseur central.n, gardien de but.n, milieu défensif.n, point guard.n, réceptionneur-attaquant.n",,"centro, talonador.n, defensa, proa.n, melé.n, seis.n, ala-pivot.n, pasador.n, volante.n, central.n, pilar, mediapunta.n, bateador.n, dos.n, alero.n, popa.n, segunda, zaguero.n, capitán.n, puntero.n, medio.n, tres.n, primera, de, externo.n, escolta.n, defensor.n, base.n, líbero.n, timonel.n, defensa.n, lateral, defensor, medio, mediocampista.n, arquero.n, guardameta.n, wing.n, pivote.n, restador.n, jugador, cinco.n, goleador.n, número, anotador.n, ala.n, pivot.n, interior.n, hooker.n, línea.n, delantero.n, crack.n, interno.n, cuatro.n, lanzador.n, ala, servidor.n, reserva.n, ala, mediocentro.n, delantero, rematador.n, siete.n, derecho.n, apertura.n, extremo.n, titular.n, bajo.n, extremo, alero, as.n, punta.n, ocho.n, centro.n, tercera, izquierdo.n, lateral.n, ataque.n, portero.n, alto.n, puñal.n, interior, zaguero, scrum.n, falso, receptor.n","primeira linha.n, talonador.n, zagueiro.n, arremessador.n, proa.n, leme.n, segundo ponta.n, goleiro.n, meio de campo.n, meia.n, contra-proa.n, posição.n, asa.n, número quatro.n, abertura.n, defensor interno.n, volante.n, defesa direita.n, centroavante.n, rebatedor.n, médio central.n, capitão.n, primeiro lateral.n, ponta.n, número seis.n, contra-voga.n, segundo centro.n, meia esquerda.n, terceira linha.n, levantador.n, número três.n, entrada de rede.n, defensor.n, líbero.n, passador.n, primeiro ponta.n, timoneiro.n, meio.n, artilheiro.n, fly half.n, meio-campo.n, número oito.n, cabeça de área.n, número sete.n, defesa esquerda.n, craque.n, oitavo.n, armador.n, primeiro centro.n, defesa.n, sota-proa.n, ala-pivô.n, armador central.n, meio scrum.n, sota-voga.n, defensor externo.n, meia armador.n, ala.n, meio de rede.n, hooker.n, apanhador.n, ala-armador.n, full back.n, central armador.n, pilar fechado.n, batedor.n, sacador.n, ponteiro.n, voga.n, servidor.n, médio.n, ponta direita.n, recebedor.n, reserva.n, flanqueador.n, zaga.n, extremo.n, defesa central.n, meio-campista.n, ponta esquerda.n, saída de rede.n, segunda linha.n, titular.n, número dois.n, meia direita.n, centro.n, segundo lateral.n, lateral.n, pilar aberto.n, ataque.n, pivô.n, avançado.n, número cinco.n, lançador.n, atacante.n, receptor.n",,,
102,Athletes_by_sport,"baseball player.n, canoer.n, , kayaker.n, shot putter.n, badminton player.n, judoka.n, skater.n, oarsman.n, rider.n, gymnast.n, pistol shooter.n, table tennis player.n, female equestrian.n, middle-distance runner.n, soccer player.n, weightlifter.n, heptathlete.n, field hockey player.n, climber.n, triathlete.n, long-distance runner.n, racer.n, vaulter.n, bicyclist.n, skateboarder.n, wrestler.n, football player.n, pentathlete.n, paddler.n, lifter.n, sailor.n, cyclist.n, show jumper.n, golfer.n, bowman.n, footballer.n, equestrian.n, fighter.n, horseman.n, canoeist.n, karateka.n, diver.n, handball player.n, grappler.n, bicycler.n, oarswoman.n, sprinter.n, thrower.n, rower.n, basketball player.n, golf player.n, boxer.n, horsewoman.n, rugby player.n, trampolinist.n, tennis player.n, decathlete.n, female rider.n, archer.n, volleyball player.n, pugilist.n, softball player.n, swordsman.n, shooter.n, fencer.n, sport shooter.n, swimmer.n, female horse rider.n, trampoliner.n, marathon runner.n, horse rider.n, jumper.n, matman.n, surfer.n, water polo player.n, walker.n, runner.n","archer.n, basketteur.n, cavalier.n, footballeur.n, golfeur.n, nageur.n",,"skateboarder.n, de, esgrimidor.n, nadador.n, decatleta.n, tenis, gimnasta.n, mesa.n, pentatleta.n, triatleta.n, levantador.n, boxeador.n, gimnasta, jinete.n, libre.n, maratonista.n, marchista.n, luchador.n, puñetazos.n, hierba.n, velocista.n, bádminton.n, futbol.n, esgrimista.n, escalador.n, luchador, corredor, surfista.n, amazona.n, flechero.n, trampolín.n, judoka.n, sobre, palista.n, voleibol.n, saltador.n, peleador.n, remero.n, heptatleta.n, hockey, tirador.n, baloncesto.n, medio, regatista.n, peso.n, lanzador.n, rugby.n, balonmano.n, karateka.n, levantador, yudoca.n, arquero.n, patinador.n, corredor.n, pesas.n, lucha, waterpolo.n, piragüista.n, ciclista.n, pugilista.n, maratón.n, jugador, golfista.n, marinero.n, kayakista.n, tenista.n, fondo.n","nadador.n, decatleta.n, jogador de pólo.n, caiaquista.n, pentatleta.n, triatleta.n, arremessador.n, boxeador.n, levantador.n, jogador de vôlei.n, maratonista.n, skatista.n, trampoliner.n, velejador.n, jogador de hóquei sobre grama.n, velocista.n, esgrimista.n, escalador.n, remador.n, surfista.n, amazona.n, pesista.n, judoca.n, saltador.n, jogador de handball.n, halterofilista.n, heptatleta.n, arqueiro.n, ginasta.n, grequista.n, marchador.n, jogador de beisebol.n, lutador.n, fundista.n, corredor.n, jogador de basquete.n, canoísta.n, boleiro.n, jogador de rúgbi.n, jogador de softbol.n, ciclista.n, lançador.n, mesatenista.n, pugilista.n, golfista.n, jogador de badminton.n, trampolinista.n, cavaleiro.n, carateca.n, meio-fundista.n, tenista.n, atirador.n, jogador de futebol.n",,,
103,Atonement,"atone.v, atonement.n, expiator.n, expiate.v, expiatory.a, atoner.n, expiation.n",,"sühnen.v, büßen.v",,,,,
104,Attaching,"attachment [item].n, paste.v, tether.v, pin.v, untie.v, tack.v, manacle.v, yoke.v, weld.v, fasten.v, connect.v, fetter.v, concatenate.v, bind.v, hook.v, gum.v, life.n, sew.v, bond.v, staple.v, plaster.v, strap.v, wire.v, cinch.v, attach.v, secure.v, truss.v, mount.v, append.v, tie.v, attachment [act].n, wildlife.n, fix.v, nature.n, stick.v, tying.n, tack on.v, shackle.v, link.v, solder.v, anchor.v, plug.v, adhere.v, handcuff.v, clip.n, bracket.v, hitch.v, moor.v, organism.n, agglutinate.v, rivet.v, glue.v, lash.v, chain.v, detach.v, join.v, affix.v, tape.v, fuse.v, cement.v, nail.v","connecter.v, connexion.n, branchement.v, brancher.v","hängen.v, zusammenbinden.v, kleben.v, binden.v, verbinden.v, nähen.v, festbinden.v, anmachen.v","soldar.v, [, """", encadenar.v, amarrar.v, pegar.v, encolar.v, grapar.v, hilvanar.v, -, empalmar.v, soldar.v\n, coser.v, atar.v, enganchar.v, amarrar.v, ]","interligar.v, soldar.v, costurar.v, anexar.v, fixar.v, ligar.v, -",n.توصيل,,"limma.v, sysy fast.v, ansluta.v, fixera.v, spikaspika fast.v, fästa.v, knytaknyta ihop.v, tejpa.v, kopplakoppla bort.v, klistra.v, binda.v, fastslå.v, kopplakoppla samman.v"
105,Attack,"ambush.n, assault.v, fire.n, raid.n, bombing.n, storm.v, set (upon).v, assail.v, airstrike.n, safire.n, drive-by.n, infiltrate.v, hit.v, strike.v, bombard.v, jump.v, strike.n, onset.n, attack.v, lay (into).v, assault.n, charge.v, offensive.a, offensive.n, onslaught.n, raid.v, fall (upon).v, attacker.n, incursion.n, bombardment.n, SAF.n, charge.n, ambush.v, assailant.n, aggressor.n, attack.n, bomb.v, infiltration.n, small arms fire.n",,"angreifen.v, losfahren (auf).v, losschlagen.v, angehen.v, überfallen.v, anfallen.v, zusammenschlagen.v, herfallen.v, Angriff.n","ataque.n, atacar.v",agressor.n,,,"attackera.v, anfall.n, bomba.v, påhopp.n"
106,Attempt,"go.n, stab.n, endeavor.v, shot.n, attempt.v, try.v, quest.n, endeavor.n, push.n, undertake.v, try.n, effort.n, attempt.n","effort.n, essayer.v, tente.n",,"esfuerzo.n, cejar.v, procurar.v, esforzarse.v, intentar.v, tratar.v\n, intento.n","dedicação.n, entregar.v, tentativa.n, tentar.v, esforçar.v",,,"ansträngaanstränga sig.v, försök.n, tillbjuda till:5till och med.adv"
107,Attempt_action_scenario,,,,,,,,
108,Attempt_distant_interaction_scenario,,,,,,,,
109,Attempt_means,"try.v, give try.idio",,,,,,,"försöka.v, pröva.v"
110,Attempt_obtain_food_scenario,subsistence.n,,,,,,,
111,Attempt_obtain_mineral_scenario,,,,,,,,
112,Attempt_suasion,"recommend.v, wheedle.v, beg.v, suggest.v, pressure.n, admonish.v, advise.v, press.v, prevail.v, suggestion.n, exhort.v, advocate.v, cajole.v, advice.n, pressure.v, urge.v, enjoin.v, lobby.v, badger.v","conseil.n, inviter.v, réinviter.v","raten.v, bekommen.v, empfehlen.v, abraten.v, mahnen.v","exhortar.v, animar.v, aconsejar.v, asesorar.v, instar.v, aconsejar.v, recomendar.v, suplicar.v, rogar.v, suplicar.v\n, incitar.v","por contra a parede.v, pressionar.v, contraindicado.a, recomendação.n, recomendado.a, impelir.v, aconselhar.v, recomendar.v, contraindicar.v, conselho.n",,,"pressa.v, föreslå.v, lobba.v, råråda.v, uppmuntra.v, uppmana.v, förmana.v, rådgivning.n, mana.v, truga.v, maning.n"
113,Attempting_and_resolving_scenario,,,,,,,,
114,Attempting_scenario,,,,,,,,
115,Attend_event,"watch.v, , go.v, join.v, attend.v",,,"asistir.v, ir.v, ver.v, ida.n","assistir.v, ir.v, ver.v, comparecer.v, frequentar.v",,,
116,Attending,"attend.v, attendance.n, go (to).v",,,,"auto-atendimento.n, ir.v",,,närvara.v
117,Attention,"attentive.a, keep an eye.v, ignore.v, closely.adv, close.a, call attention.v, attention.n, attend.v, draw attention.v, alert.a",attention.n,,,"dar bola.v, chamar atenção.v, atender.v, atenção.n, cutucar.v, ligar.v, desfocado.a",,,"uppmärksam.a, uppmärksam.adv"
118,Attention_getting,"pal.n, officer.n, sir.n, dude.n, hello there.intj, yoohoo.intj, boy.n, guy.n, miss.n, buddy.n, ma'am.n, bro.n, excuse me.intj, ""maam.n"", kid.n, homes.n, hey.intj",vous savez.intj,,,,,,
119,Attitude_description,"dark.a, negativity.n, attitude.n, hopeless.a, pessimistic.a, negative.a, optimistic.a, positive.a, hopeful.a, desperate.a",espoir.n,,,negativo.a,,,"pessimist.n, kärv.a, bister.a, negativ.a, positiv.a, tuff.a"
120,Attracting_tourists,", provide.v, offer.v, lure.v, destination.n, invite.v, attractive.a, stand out.v, draw.v, present.v, reserve.v, make.v, attraction.n, surprise.v, appeal.n, show.v, attract.v",,,"de, proporcionar.v, atracción.n, destino.n, mostrar.v, a.v, punto, destacarse.v, reservar.v, atractivo.a, sorprender.v, resaltar.v, presentar.v, enseñar.v, invitar, atraer.v, ofrecer.v, interés.n, atractivo.n, incentivar.v, llevar, sobresalir.v","reservar.v, atrair.v, apresentar.v, levar.v, atrativo.n, destino.n, surpreender.v, destacar-se.v, oferecer.v, atrativo.a, atração.n, convidar.v",,,
